case_name,benchmark,rs,partial_rs,difficulty_level,is_fn
cruxeval_461.jsonl,cruxeval,1,1,easy,True
HumanEval_44.jsonl,HumanEval,0,0.0,easy,False
HumanEval_152.jsonl,HumanEval,0,0.0,easy,False
HumanEval_83.jsonl,HumanEval,0,0.0,easy,False
HumanEval_48.jsonl,HumanEval,1,1,easy,True
atcoder_ABC125_A.jsonl,Avatar,0,0.0,easy,False
cruxeval_304.jsonl,cruxeval,0,0.0,easy,False
sympy@@sympy_core_numbers.py@@__lt___L1999.jsonl,Real,0,0.0,easy,False
cruxeval_200.jsonl,cruxeval,0,0.5,easy,False
atcoder_ABC151_A.jsonl,Avatar,0,0.0,easy,False
Warehouse@update_product_quantity.jsonl,Classeval,0,0.0,easy,False
HumanEval_136.jsonl,HumanEval,0,0.0,easy,False
sympy__sympy-23141@@sympy.integrals.intpol._polynomial_integrate.jsonl,Swebench,0,0.0,easy,False
codeforces_379_A.jsonl,Avatar,0,0.0,easy,False
HumanEval_88.jsonl,HumanEval,1,1.0,easy,False
codeforces_99_A.jsonl,Avatar,0,0.0,easy,False
scikit-learn@@sklearn_ensemble__bagging.py@@_validate_y_L939.jsonl,Real,0,0.047244094488188976,easy,False
matplotlib@@matplotlib_backend_bases.py@@get_snap_L816.jsonl,Real,1,1,easy,True
cruxeval_703.jsonl,cruxeval,0,0.0,easy,False
sympy@@sympy_polys_galoistools.py@@gf_rem_L761.jsonl,Real,0,0.0,easy,False
scikit-learn@@sklearn_model_selection__split.py@@get_n_splits_L415.jsonl,Real,0,0.0,easy,False
django__django-15752@@django.contrib.auth.base_user.make_random_password.jsonl,Swebench,0,0.4444444444444444,easy,False
Pillow@@src_PIL_ImageCms.py@@get_display_profile_L344.jsonl,Real,0,0.0,easy,False
BankAccount@deposit.jsonl,Classeval,1,1,easy,True
sympy@@sympy_simplify_fu.py@@TR6_L377.jsonl,Real,1,1.0,easy,False
cruxeval_39.jsonl,cruxeval,1,1,easy,True
AssessmentSystem@get_gpa.jsonl,Classeval,0,0.0,easy,False
cruxeval_459.jsonl,cruxeval,1,1,easy,True
BinaryDataProcessor@convert_to_ascii.jsonl,Classeval,0,0.0,easy,False
scikit-learn@@sklearn_ensemble__bagging.py@@_generate_indices_L49.jsonl,Real,0,0.5,easy,False
codeforces_340_A.jsonl,Avatar,0,0.0,easy,False
codeforces_669_A.jsonl,Avatar,0,0.0,easy,False
cruxeval_498.jsonl,cruxeval,0,0.3333333333333333,easy,False
RPGCharacter@heal.jsonl,Classeval,1,1,easy,True
scikit-learn@@sklearn_externals__packaging_version.py@@parse_L65.jsonl,Real,1,1.0,easy,False
atcoder_ABC143_A.jsonl,Avatar,1,1,easy,True
BinaryDataProcessor@clean_non_binary_chars.jsonl,Classeval,1,1,easy,True
VendingMachine@restock_item.jsonl,Classeval,0,0.0,easy,False
scikit-learn@@sklearn_ensemble__hist_gradient_boosting_predictor.py@@predict_binned_L85.jsonl,Real,0,0.022727272727272728,easy,False
BookManagement@add_book.jsonl,Classeval,0,0.0,easy,False
atcoder_ABC158_A.jsonl,Avatar,1,1,easy,True
cruxeval_721.jsonl,cruxeval,1,1,easy,True
atcoder_ABC070_B.jsonl,Avatar,1,1,easy,True
scikit-learn@@sklearn_gaussian_process_kernels.py@@_approx_fprime_L2236.jsonl,Real,0,0.3333333333333333,easy,False
sphinx@@sphinx_ext_mathjax.py@@setup_L142.jsonl,Real,0,0.6666666666666666,easy,False
CSVProcessor@write_csv.jsonl,Classeval,0,0.0,easy,False
cruxeval_270.jsonl,cruxeval,1,1.0,easy,False
codeforces_581_A.jsonl,Avatar,1,1,easy,True
codeforces_334_A.jsonl,Avatar,0,0.0,easy,False
HumanEval_150.jsonl,HumanEval,1,1,easy,True
ArgumentParser@add_argument.jsonl,Classeval,1,1,easy,True
sympy__sympy-21055@@sympy.assumptions.refine.refine_arg.jsonl,Swebench,1,1,easy,True
django__django-16560@@django.db.models.constraints.__eq__.jsonl,Swebench,0,0.4666666666666667,easy,False
atcoder_ABC139_B.jsonl,Avatar,1,1,easy,True
cruxeval_25.jsonl,cruxeval,1,1.0,easy,False
cruxeval_600.jsonl,cruxeval,1,1.0,easy,False
HumanEval_76.jsonl,HumanEval,1,1,easy,True
CamelCaseMap@__len__.jsonl,Classeval,1,1.0,easy,False
HumanEval_30.jsonl,HumanEval,0,0.0,easy,False
sympy__sympy-21567@@sympy.functions.elementary.hyperbolic._eval_expand_trig.jsonl,Swebench,0,0.0,easy,False
sphinx@@sphinx_transforms_i18n.py@@setup_L693.jsonl,Real,0,0.0,easy,False
sympy@@sympy_core_basic.py@@_cmp_name_L88.jsonl,Real,0,0.5,easy,False
cruxeval_311.jsonl,cruxeval,1,1,easy,True
sphinx-doc__sphinx-10551@@sphinx.pycode.ast.visit_BinOp.jsonl,Swebench,0,0.5789473684210527,easy,False
atcoder_ABC178_B.jsonl,Avatar,0,0.0,easy,False
VendingMachine@add_item.jsonl,Classeval,1,1,easy,True
pydata__xarray-5662@@xarray.core.formatting.calc_max_rows_first.jsonl,Swebench,0,0.6666666666666666,easy,False
scikit-learn@@sklearn_neural_network__base.py@@binary_log_loss_L250.jsonl,Real,0,0.013100436681222707,easy,False
sympy__sympy-13962@@sympy.printing.str.sstr.jsonl,Swebench,0,0.0,easy,False
sphinx-doc__sphinx-10551@@sphinx.pycode.ast.visit_UnaryOp.jsonl,Swebench,0,0.7692307692307693,easy,False
django__django-16343@@django.core.signing.loads.jsonl,Swebench,1,1,easy,True
sympy@@sympy_core_function.py@@_coeff_isneg_L69.jsonl,Real,1,1,easy,True
mwaskom__seaborn-3010@@seaborn._stats.regression.__call__.jsonl,Swebench,0,0.6,easy,False
django__django-13066@@django.contrib.auth.hashers.verify.jsonl,Swebench,0,0.0,easy,False
HumanEval_144.jsonl,HumanEval,1,1,easy,True
Pillow@@src_PIL_Image.py@@getmodetype_L271.jsonl,Real,1,1,easy,True
django__django-15268@@django.db.migrations.operations.models.can_reduce_through.jsonl,Swebench,0,0.0625,easy,False
sympy__sympy-18033@@sympy.combinatorics.permutations.__pow__.jsonl,Swebench,0,0.4,easy,False
HumanEval_2.jsonl,HumanEval,1,1,easy,True
HumanEval_62.jsonl,HumanEval,0,0.42857142857142855,easy,False
atcoder_ABC158_B.jsonl,Avatar,1,1,easy,True
sphinx@@sphinx_environment_collectors_metadata.py@@setup_L71.jsonl,Real,0,0.0,easy,False
cruxeval_513.jsonl,cruxeval,1,1,easy,True
django__django-11815@@django.db.migrations.serializer.serialize.jsonl,Swebench,0,0.0,easy,False
cruxeval_207.jsonl,cruxeval,0,0.0,easy,False
sympy__sympy-12088@@sympy.polys.rings.__eq__.jsonl,Swebench,0,0.5,easy,False
HumanEval_79.jsonl,HumanEval,1,1.0,easy,False
matplotlib@@matplotlib_gridspec.py@@get_topmost_subplotspec_L674.jsonl,Real,0,0.4,easy,False
sympy@@sympy_polys_densearith.py@@dup_abs_L443.jsonl,Real,0,0.5,easy,False
Thermostat@auto_set_mode.jsonl,Classeval,1,1,easy,True
scikit-learn__scikit-learn-13780@@sklearn.ensemble.voting._parallel_fit_estimator.jsonl,Swebench,0,0.02857142857142857,easy,False
cruxeval_662.jsonl,cruxeval,1,1,easy,True
ComplexCalculator@multiply.jsonl,Classeval,0,0.0,easy,False
Warehouse@change_order_status.jsonl,Classeval,1,1,easy,True
HumanEval_31.jsonl,HumanEval,1,1,easy,True
cruxeval_475.jsonl,cruxeval,0,0.0,easy,False
CalendarUtil@add_event.jsonl,Classeval,0,0.3333333333333333,easy,False
HumanEval_84.jsonl,HumanEval,0,0.0,easy,False
DocFileHandler@add_heading.jsonl,Classeval,0,0.3333333333333333,easy,False
ImageProcessor@load_image.jsonl,Classeval,0,0.6666666666666666,easy,False
cruxeval_8.jsonl,cruxeval,0,0.5,easy,False
codeforces_459_A.jsonl,Avatar,0,0.0,easy,False
cruxeval_362.jsonl,cruxeval,0,0.6666666666666666,easy,False
HumanEval_122.jsonl,HumanEval,0,0.5,easy,False
sympy__sympy-12489@@sympy.combinatorics.permutations.__invert__.jsonl,Swebench,0,0.75,easy,False
cruxeval_285.jsonl,cruxeval,1,1,easy,True
packaging@@src_packaging_tags.py@@_mac_arch_L357.jsonl,Real,1,1,easy,True
scikit-learn@@sklearn_preprocessing__label.py@@fit_transform_L107.jsonl,Real,0,0.0625,easy,False
codeforces_55_A.jsonl,Avatar,1,1,easy,True
cruxeval_722.jsonl,cruxeval,0,0.6666666666666666,easy,False
HumanEval_100.jsonl,HumanEval,0,0.0,easy,False
atcoder_ABC164_A.jsonl,Avatar,1,1,easy,True
sympy@@sympy_algebras_quaternion.py@@vector_part_L1340.jsonl,Real,1,1,easy,True
sympy__sympy-17271@@sympy.functions.elementary.integers.__ge__.jsonl,Swebench,0,0.0,easy,False
cruxeval_787.jsonl,cruxeval,1,1.0,easy,False
Pillow@@src_PIL_features.py@@check_L184.jsonl,Real,0,0.6666666666666666,easy,False
astropy__astropy-12057@@astropy.nddata.nduncertaint._convert_to_variance.jsonl,Swebench,0,0.0,easy,False
DecryptionUtils@vigenere_decipher.jsonl,Classeval,0,0.3333333333333333,easy,False
django__django-11808@@django.db.models.base.__eq__.jsonl,Swebench,1,1,easy,True
sphinx-doc__sphinx-8731@@sphinx.ext.napoleon.docstring._convert_type_spec.jsonl,Swebench,1,1.0,easy,False
cruxeval_29.jsonl,cruxeval,0,0.0,easy,False
HumanEval_151.jsonl,HumanEval,0,0.0,easy,False
scikit-learn__scikit-learn-13628@@sklearn.metrics.ranking.precision_recall_curve.jsonl,Swebench,0,0.6,easy,False
cruxeval_479.jsonl,cruxeval,0,0.2857142857142857,easy,False
scikit-learn__scikit-learn-13143@@sklearn.metrics.classification.recall_score.jsonl,Swebench,0,0.6,easy,False
cruxeval_225.jsonl,cruxeval,1,1,easy,True
sympy@@sympy_simplify_fu.py@@TR111_L1419.jsonl,Real,1,1.0,easy,False
cruxeval_78.jsonl,cruxeval,0,0.0,easy,False
codeforces_147_A.jsonl,Avatar,1,1,easy,True
sympy__sympy-21260@@sympy.core.symbol.__getnewargs_ex__.jsonl,Swebench,0,0.6666666666666666,easy,False
cruxeval_741.jsonl,cruxeval,0,0.0,easy,False
Hotel@check_in.jsonl,Classeval,0,0.0,easy,False
WeatherSystem@fahrenheit_to_celsius.jsonl,Classeval,1,1,easy,True
RPGCharacter@is_alive.jsonl,Classeval,1,1,easy,True
pydata__xarray-6135@@xarray.coding.cftime_offsets.__mul__.jsonl,Swebench,1,1,easy,True
codeforces_546_A.jsonl,Avatar,1,1,easy,True
HumanEval_120.jsonl,HumanEval,0,0.0,easy,False
sympy__sympy-13678@@sympy.functions.elementary.hyperbolic._eval_is_real.jsonl,Swebench,1,1,easy,True
XMLProcessor@write_xml.jsonl,Classeval,1,1,easy,True
scikit-learn@@sklearn_ensemble__forest.py@@_generate_unsampled_indices_L136.jsonl,Real,0,0.0,easy,False
RegexUtils@generate_email_pattern.jsonl,Classeval,1,1.0,easy,False
HtmlUtil@__format_line_feed.jsonl,Classeval,1,1.0,easy,False
HumanEval_133.jsonl,HumanEval,0,0.0,easy,False
sympy__sympy-15017@@sympy.tensor.array.dense_ndim_arra._new.jsonl,Swebench,0,0.6,easy,False
NumberConverter@octal_to_decimal.jsonl,Classeval,0,0.6666666666666666,easy,False
atcoder_ABC042_A.jsonl,Avatar,1,1,easy,True
sympy@@sympy_core_expr.py@@as_content_primitive_L2171.jsonl,Real,0,0.0,easy,False
HumanEval_24.jsonl,HumanEval,0,0.6666666666666666,easy,False
requests@@src_requests_cookies.py@@morsel_to_cookie_L492.jsonl,Real,0,0.18181818181818182,easy,False
cruxeval_456.jsonl,cruxeval,0,0.5,easy,False
cruxeval_589.jsonl,cruxeval,0,0.0,easy,False
matplotlib@@matplotlib_transforms.py@@_interval_contains_close_L2948.jsonl,Real,0,0.5,easy,False
HumanEval_21.jsonl,HumanEval,1,1,easy,True
sympy@@sympy_polys_densearith.py@@dup_l1_norm_L1945.jsonl,Real,1,1.0,easy,False
RegexUtils@match.jsonl,Classeval,0,0.0,easy,False
cruxeval_474.jsonl,cruxeval,0,0.5,easy,False
HumanEval_7.jsonl,HumanEval,0,0.42857142857142855,easy,False
atcoder_ABC127_B.jsonl,Avatar,0,0.0,easy,False
HumanEval_52.jsonl,HumanEval,1,1,easy,True
atcoder_AGC007_C.jsonl,Avatar,0,0.0,easy,False
CurrencyConverter@update_currency_rate.jsonl,Classeval,1,1,easy,True
cruxeval_13.jsonl,cruxeval,1,1,easy,True
django__django-11170@@django.views.debug.default_urlconf.jsonl,Swebench,0,0.6666666666666666,easy,False
atcoder_AGC002_A.jsonl,Avatar,1,1,easy,True
HumanEval_66.jsonl,HumanEval,0,0.0,easy,False
django__django-15388@@django.template.autoreload.template_changed.jsonl,Swebench,0,0.0,easy,False
sympy@@sympy_polys_rings.py@@cancel_L3202.jsonl,Real,0,0.0,easy,False
HumanEval_91.jsonl,HumanEval,1,1,easy,True
HumanEval_15.jsonl,HumanEval,1,1.0,easy,False
DatabaseProcessor@delete_from_database.jsonl,Classeval,0,0.25,easy,False
HumanEval_57.jsonl,HumanEval,1,1,easy,True
cruxeval_135.jsonl,cruxeval,1,1.0,easy,False
sympy__sympy-17770@@sympy.functions.elementary.hyperbolic._eval_is_finite.jsonl,Swebench,1,1,easy,True
HumanEval_41.jsonl,HumanEval,0,0.0,easy,False
django__django-12276@@django.forms.widgets.use_required_attribute.jsonl,Swebench,1,1.0,easy,False
ZipFileProcessor@extract_all.jsonl,Classeval,1,1,easy,True
django__django-11618@@django.contrib.staticfiles.storage.read_manifest.jsonl,Swebench,0,0.13636363636363635,easy,False
DiscountStrategy@due.jsonl,Classeval,0,0.0392156862745098,easy,False
cruxeval_212.jsonl,cruxeval,0,0.3333333333333333,easy,False
cruxeval_168.jsonl,cruxeval,0,0.6,easy,False
matplotlib@@matplotlib_transforms.py@@interval_contains_L2926.jsonl,Real,1,1,easy,True
atcoder_ABC142_A.jsonl,Avatar,0,0.0,easy,False
scikit-learn@@sklearn_metrics_cluster__bicluster.py@@_jaccard_L23.jsonl,Real,1,1,easy,True
sphinx@@sphinx_util__pathlib.py@@__eq___L129.jsonl,Real,0,0.6666666666666666,easy,False
codeforces_579_A.jsonl,Avatar,1,1,easy,True
sympy__sympy-13678@@sympy.functions.elementary.trigonometric._eval_is_real.jsonl,Swebench,0,0.6666666666666666,easy,False
atcoder_ABC132_A.jsonl,Avatar,1,1,easy,True
django__django-17087@@django.db.migrations.serializer.serialize.jsonl,Swebench,0,0.6666666666666666,easy,False
atcoder_ABC178_A.jsonl,Avatar,0,0.0,easy,False
HumanEval_34.jsonl,HumanEval,1,1,easy,True
sphinx-doc__sphinx-9658@@sphinx.ext.autodoc.mock._make_subclass.jsonl,Swebench,1,1.0,easy,False
ComplexCalculator@subtract.jsonl,Classeval,0,0.5,easy,False
cruxeval_422.jsonl,cruxeval,0,0.0,easy,False
cruxeval_116.jsonl,cruxeval,0,0.0,easy,False
pydata__xarray-5180@@xarray.coding.times._is_standard_calendar.jsonl,Swebench,0,0.0,easy,False
DataStatistics4@skewness.jsonl,Classeval,1,1,easy,True
atcoder_ABC108_B.jsonl,Avatar,0,0.0,easy,False
sympy__sympy-12454@@sympy.matrices.matrices.is_upper.jsonl,Swebench,0,0.4,easy,False
matplotlib@@matplotlib_mathtext.py@@math_to_image_L108.jsonl,Real,1,1,easy,True
scikit-learn__scikit-learn-13143@@sklearn.metrics.classification.f1_score.jsonl,Swebench,0,0.0,easy,False
cruxeval_619.jsonl,cruxeval,0,0.6666666666666666,easy,False
matplotlib@@matplotlib_ticker.py@@_is_decade_L2266.jsonl,Real,0,0.0,easy,False
cruxeval_704.jsonl,cruxeval,0,0.0,easy,False
codeforces_678_A.jsonl,Avatar,1,1,easy,True
Warehouse@create_order.jsonl,Classeval,0,0.5555555555555556,easy,False
scikit-learn__scikit-learn-13143@@sklearn.metrics.classification.precision_score.jsonl,Swebench,0,0.5,easy,False
HumanEval_90.jsonl,HumanEval,1,1,easy,True
sympy__sympy-22969@@sympy.physics.optics.gaussopt.waist2rayleigh.jsonl,Swebench,1,1,easy,True
DiscountStrategy@total.jsonl,Classeval,1,1,easy,True
cruxeval_118.jsonl,cruxeval,0,0.5,easy,False
Pillow@@src_PIL_PdfParser.py@@__eq___L96.jsonl,Real,1,1,easy,True
HumanEval_16.jsonl,HumanEval,0,0.0,easy,False
sympy@@sympy_polys_matrices_domainmatrix.py@@to_list_L880.jsonl,Real,0,0.4444444444444444,easy,False
cruxeval_335.jsonl,cruxeval,1,1,easy,True
cruxeval_752.jsonl,cruxeval,1,1.0,easy,False
codeforces_171_A.jsonl,Avatar,0,0.0,easy,False
ShoppingCart@remove_item.jsonl,Classeval,0,0.0,easy,False
requests@@src_requests_utils.py@@get_encodings_from_content_L479.jsonl,Real,0,0.0,easy,False
HumanEval_13.jsonl,HumanEval,0,0.0,easy,False
HumanEval_137.jsonl,HumanEval,1,1,easy,True
atcoder_ABC169_C.jsonl,Avatar,0,0.0,easy,False
HumanEval_53.jsonl,HumanEval,1,1,easy,True
cruxeval_144.jsonl,cruxeval,1,1.0,easy,False
cruxeval_782.jsonl,cruxeval,0,0.0,easy,False
JobMarketplace@withdraw_resume.jsonl,Classeval,1,1,easy,True
NLPDataProcessor@construct_stop_word_list.jsonl,Classeval,1,1,easy,True
sphinx@@sphinx_transforms_post_transforms_images.py@@setup_L294.jsonl,Real,0,0.6666666666666666,easy,False
atcoder_ABC153_A.jsonl,Avatar,0,0.0,easy,False
scikit-learn@@sklearn_ensemble__bagging.py@@_consumes_sample_weight_L96.jsonl,Real,1,1,easy,True
HumanEval_138.jsonl,HumanEval,0,0.0,easy,False
scikit-learn@@sklearn_ensemble__voting.py@@predict_L680.jsonl,Real,0,0.16666666666666666,easy,False
django__django-11133@@django.http.response.make_bytes.jsonl,Swebench,0,0.0,easy,False
HumanEval_54.jsonl,HumanEval,0,0.0,easy,False
HumanEval_148.jsonl,HumanEval,0,0.75,easy,False
matplotlib@@matplotlib_cbook.py@@pts_to_midstep_L1652.jsonl,Real,0,0.5454545454545454,easy,False
